OBJECTID,x,y,ok0,max,max_timestamp
1,113.103874,22.82969,0,0,14000
1,112.563874,22.76969,0,0,14000
1,113.063874,23.18969,0,0,14000
1,112.603874,22.76969,0,0,14000
1,113.103874,22.96969,0,0,14000
1,112.863874,23.12969,0,0,14000
1,112.843874,22.96969,0,0,14000
1,112.923874,22.94969,0,0,14000
1,113.083874,23.22969,0,0,14000
1,112.723874,22.72969,0,0,14000
1,113.023874,23.14969,0,0,14000
1,112.923874,23.46969,0,0,14000
1,112.903874,23.00969,0,0,14000
1,113.203874,23.00969,0,0,14000
1,112.963874,23.24969,0,0,14000
1,113.123874,23.14969,0,0,14000
1,112.983874,23.02969,0,0,14000
1,113.143874,22.78969,0,0,14000
1,112.663874,22.84969,0,0,14000
1,112.983874,22.82969,0,0,14000
1,113.003874,22.90969,0,0,14000
1,113.303874,22.78969,0,0,14000
1,112.763874,22.92969,0,0,14000
1,112.963874,23.34969,0,0,14000
1,113.043874,22.96969,0,0,14000
1,112.823874,23.00969,0,0,14000
1,113.003874,23.02969,0,0,14000
1,113.063874,23.00969,0,0,14000
1,112.983874,22.96969,0,0,14000
1,113.303874,22.76969,0,0,14000
1,113.343874,22.80969,0,0,14000
1,112.963874,23.26969,0,0,14000
1,112.923874,23.18969,0,0,14000
1,112.903874,22.98969,0,0,14000
1,112.823874,22.78969,0,0,14000
1,112.783874,23.22969,0,0,14000
1,113.063874,23.20969,0,0,14000
1,112.763874,22.72969,0,0,14000
1,112.663874,22.74969,0,0,14000
1,112.943874,23.04969,0,0,14000
1,112.863874,23.02969,0,0,14000
1,112.723874,22.86969,0,0,14000
1,113.103874,22.88969,0,0,14000
1,112.963874,23.04969,0,0,14000
1,113.223874,23.02969,0,0,14000
1,112.963874,23.00969,0,0,14000
1,112.883874,22.98969,0,0,14000
1,112.903874,23.14969,0,0,14000
1,112.503874,22.80969,0,0,14000
1,112.843874,23.04969,0,0,14000
1,112.903874,23.12969,0,0,14000
1,112.823874,23.42969,0,0,14000
1,112.963874,23.22969,0,0,14000
1,113.043874,22.90969,0,0,14000
1,113.143874,22.88969,0,0,14000
1,112.923874,22.90969,0,0,14000
1,113.203874,23.04969,0,0,14000
1,112.983874,23.04969,0,0,14000
1,113.003874,23.26969,0,0,14000
1,113.123874,22.86969,0,0,14000
1,113.183874,23.04969,0,0,14000
1,113.063874,22.84969,0,0,14000
1,113.043874,22.92969,0,0,14000
1,112.923874,23.44969,0,0,14000
1,113.183874,22.98969,0,0,14000
1,112.883874,22.90969,0,0,14000
1,113.103874,22.98969,0,0,14000
1,113.063874,23.04969,0,0,14000
1,112.703874,22.86969,0,0,14000
1,113.063874,22.96969,0,0,14000
1,112.863874,23.42969,0,0,14000
1,113.223874,22.72969,0,0,14000
1,112.963874,22.92969,0,0,14000
1,112.783874,23.18969,0,0,14000
1,112.983874,23.38969,0,0,14000
1,113.143874,23.24969,0,0,14000
1,112.863874,23.56969,0,0,14000
1,113.203874,22.78969,0,0,14000
1,112.783874,22.98969,0,0,14000
1,112.603874,22.68969,0,0,14000
1,113.063874,23.22969,0,0,14000
1,112.923874,23.48969,0,0,14000
1,112.563874,22.68969,0,0,14000
1,112.943874,23.46969,0,0,14000
1,112.583874,22.76969,0,0,14000
1,113.023874,23.20969,0,0,14000
1,112.943874,23.42969,0,0,14000
1,112.903874,23.26969,0,0,14000
1,112.943874,23.26969,0,0,14000
1,112.863874,23.50969,0,0,14000
1,113.183874,22.88969,0,0,14000
1,112.983874,22.98969,0,0,14000
1,112.983874,23.00969,0,0,14000
1,112.683874,22.80969,0,0,14000
1,112.803874,22.72969,0,0,14000
1,112.863874,22.90969,0,0,14000
1,113.143874,22.72969,0,0,14000
1,112.483874,22.72969,0,0,14000
1,113.103874,23.02969,0,0,14000
1,113.243874,22.82969,0,0,14000
1,112.903874,23.36969,0,0,14000
1,112.863874,23.24969,0,0,14000
1,112.983874,22.88969,0,0,14000
1,112.883874,23.26969,0,0,14000
1,113.043874,22.86969,0,0,14000
1,113.103874,22.94969,0,0,14000
1,112.983874,23.20969,0,0,14000
1,112.823874,23.16969,0,0,14000
1,112.623874,22.78969,0,0,14000
1,112.523874,22.82969,0,0,14000
1,113.143874,23.12969,0,0,14000
1,112.803874,23.40969,0,0,14000
1,112.883874,23.44969,0,0,14000
1,113.183874,22.90969,0,0,14000
1,112.923874,22.88969,0,0,14000
1,113.103874,22.80969,0,0,14000
1,112.483874,22.76969,0,0,14000
1,113.263874,22.96969,0,0,14000
1,112.443874,22.74969,0,0,14000
1,113.263874,22.90969,0,0,14000
1,112.863874,23.44969,0,0,14000
1,112.883874,23.04969,0,0,14000
1,112.963874,23.36969,0,0,14000
1,113.343874,22.76969,0,0,14000
1,113.123874,22.82969,0,0,14000
1,112.683874,22.78969,0,0,14000
1,113.183874,23.18969,0,0,14000
1,112.983874,23.36969,0,0,14000
1,112.623874,22.86969,0,0,14000
1,112.583874,22.70969,0,0,14000
1,113.003874,22.80969,0,0,14000
1,112.943874,23.32969,0,0,14000
1,112.943874,23.00969,0,0,14000
1,113.223874,22.76969,0,0,14000
1,112.823874,23.44969,0,0,14000
1,112.983874,23.12969,0,0,14000
1,113.203874,22.70969,0,0,14000
1,113.043874,23.04969,0,0,14000
1,113.203874,23.18969,0,0,14000
1,112.443874,22.76969,0,0,14000
1,113.143874,22.94969,0,0,14000
1,112.963874,22.84969,0,0,14000
1,113.083874,22.96969,0,0,14000
1,112.883874,23.52969,0,0,14000
1,112.863874,23.54969,0,0,14000
1,112.883874,23.50969,0,0,14000
1,113.263874,22.84969,0,0,14000
1,112.503874,22.78969,0,0,14000
1,112.943874,22.96969,0,0,14000
1,113.303874,22.82969,0,0,14000
1,113.063874,22.94969,0,0,14000
1,112.883874,22.92969,0,0,14000
1,112.843874,22.92969,0,0,14000
1,112.643874,22.84969,0,0,14000
1,113.023874,23.00969,0,0,14000
1,112.763874,22.78969,0,0,14000
1,113.203874,22.92969,0,0,14000
1,112.843874,23.00969,0,0,14000
1,113.163874,23.00969,0,0,14000
1,112.943874,22.92969,0,0,14000
1,112.963874,23.44969,0,0,14000
1,113.063874,22.90969,0,0,14000
1,113.083874,23.04969,0,0,14000
1,112.903874,23.04969,0,0,14000
1,113.223874,22.74969,0,0,14000
1,113.243874,22.90969,0,0,14000
1,113.083874,23.02969,0,0,14000
1,113.043874,22.84969,0,0,14000
1,112.923874,22.92969,0,0,14000
1,112.763874,22.90969,0,0,14000
1,113.083874,23.12969,0,0,14000
1,113.243874,22.74969,0,0,14000
1,113.123874,23.26969,0,0,14000
1,113.323874,22.76969,0,0,14000
1,112.883874,23.02969,0,0,14000
1,113.143874,23.02969,0,0,14000
1,112.923874,23.04969,0,0,14000
1,113.063874,23.12969,0,0,14000
1,113.263874,22.92969,0,0,14000
1,112.603874,22.80969,0,0,14000
1,112.903874,23.48969,0,0,14000
1,112.643874,22.88969,0,0,14000
1,113.143874,22.84969,0,0,14000
1,112.883874,23.00969,0,0,14000
1,113.163874,23.14969,0,0,14000
1,112.783874,22.88969,0,0,14000
1,112.883874,23.32969,0,0,14000
1,112.803874,22.84969,0,0,14000
1,113.123874,23.04969,0,0,14000
1,112.583874,22.72969,0,0,14000
1,113.203874,22.96969,0,0,14000
1,113.143874,22.92969,0,0,14000
1,113.303874,22.74969,0,0,14000
1,113.183874,23.12969,0,0,14000
1,113.023874,23.22969,0,0,14000
1,113.043874,23.20969,0,0,14000
1,112.903874,22.92969,0,0,14000
1,112.683874,22.86969,0,0,14000
1,113.243874,22.98969,0,0,14000
1,112.983874,22.84969,0,0,14000
1,112.923874,23.12969,0,0,14000
1,112.603874,22.82969,0,0,14000
1,113.023874,23.18969,0,0,14000
1,113.203874,22.76969,0,0,14000
1,112.903874,23.44969,0,0,14000
1,112.823874,22.86969,0,0,14000
1,112.443874,22.78969,0,0,14000
1,113.023874,22.82969,0,0,14000
1,112.783874,22.90969,0,0,14000
1,112.983874,23.16969,0,0,14000
1,113.163874,23.04969,0,0,14000
1,113.123874,22.92969,0,0,14000
1,113.283874,22.86969,0,0,14000
1,112.743874,22.94969,0,0,14000
1,112.583874,22.68969,0,0,14000
1,113.043874,23.26969,0,0,14000
1,112.783874,22.74969,0,0,14000
1,112.823874,22.80969,0,0,14000
1,113.163874,23.26969,0,0,14000
1,113.003874,22.92969,0,0,14000
1,113.243874,22.84969,0,0,14000
1,113.203874,22.74969,0,0,14000
1,112.883874,23.38969,0,0,14000
1,112.803874,23.42969,0,0,14000
1,112.823874,22.96969,0,0,14000
1,112.863874,23.38969,0,0,14000
1,113.023874,23.32969,0,0,14000
1,112.843874,23.42969,0,0,14000
1,112.623874,22.84969,0,0,14000
1,112.943874,22.86969,0,0,14000
1,112.903874,23.42969,0,0,14000
1,113.263874,22.80969,0,0,14000
1,112.743874,22.78969,0,0,14000
1,112.923874,23.34969,0,0,14000
1,113.003874,22.84969,0,0,14000
1,112.923874,23.24969,0,0,14000
1,112.963874,22.90969,0,0,14000
1,113.023874,22.98969,0,0,14000
1,112.743874,22.74969,0,0,14000
1,113.143874,23.22969,0,0,14000
1,112.923874,23.14969,0,0,14000
1,112.923874,23.32969,0,0,14000
1,112.743874,22.80969,0,0,14000
1,112.763874,22.94969,0,0,14000
1,113.103874,23.26969,0,0,14000
1,113.183874,23.02969,0,0,14000
1,113.263874,22.76969,0,0,14000
1,113.023874,23.08969,0,0,14000
1,113.023874,23.26969,0,0,14000
1,113.223874,22.98969,0,0,14000
1,112.543874,22.78969,0,0,14000
1,112.903874,23.30969,0,0,14000
1,112.883874,22.88969,0,0,14000
1,113.123874,23.12969,0,0,14000
1,113.063874,22.92969,0,0,14000
1,113.083874,23.24969,0,0,14000
1,113.343874,22.78969,0,0,14000
1,113.283874,22.92969,0,0,14000
1,112.963874,23.38969,0,0,14000
1,112.463874,22.74969,0,0,14000
1,112.923874,23.08969,0,0,14000
1,112.943874,22.98969,0,0,14000
1,112.483874,22.78969,0,0,14000
1,113.123874,23.22969,0,0,14000
1,112.603874,22.84969,0,0,14000
1,113.203874,22.88969,0,0,14000
1,112.963874,23.08969,0,0,14000
1,113.143874,22.70969,0,0,14000
1,113.223874,22.78969,0,0,14000
1,112.903874,23.38969,0,0,14000
1,113.083874,23.08969,0,0,14000
1,112.843874,23.18969,0,0,14000
1,112.763874,22.88969,0,0,14000
1,113.123874,22.84969,0,0,14000
1,112.763874,22.70969,0,0,14000
1,112.763874,22.76969,0,0,14000
1,113.003874,23.14969,0,0,14000
1,112.903874,23.02969,0,0,14000
1,113.143874,23.18969,0,0,14000
1,113.103874,23.06969,0,0,14000
1,113.303874,22.86969,0,0,14000
1,112.903874,22.90969,0,0,14000
1,113.063874,22.80969,0,0,14000
1,113.163874,22.90969,0,0,14000
1,112.863874,23.04969,0,0,14000
1,112.863874,23.26969,0,0,14000
1,113.223874,23.00969,0,0,14000
1,113.043874,23.34969,0,0,14000
1,112.923874,23.20969,0,0,14000
1,112.983874,23.40969,0,0,14000
1,112.903874,23.08969,0,0,14000
1,113.063874,22.86969,0,0,14000
1,112.963874,22.96969,0,0,14000
1,113.043874,22.94969,0,0,14000
1,113.223874,22.90969,0,0,14000
1,112.863874,23.28969,0,0,14000
1,112.843874,22.86969,0,0,14000
1,113.023874,23.28969,0,0,14000
1,113.123874,22.90969,0,0,14000
1,112.583874,22.74969,0,0,14000
1,112.423874,22.70969,0,0,14000
1,113.023874,23.30969,0,0,14000
1,113.043874,23.08969,0,0,14000
1,113.103874,22.70969,0,0,14000
1,113.223874,22.88969,0,0,14000
1,112.423874,22.72969,0,0,14000
1,112.963874,23.40969,0,0,14000
1,112.943874,22.90969,0,0,14000
1,113.023874,23.06969,0,0,14000
1,113.003874,23.20969,0,0,14000
1,112.823874,22.90969,0,0,14000
1,112.663874,22.86969,0,0,14000
1,113.143874,22.90969,0,0,14000
1,112.983874,22.86969,0,0,14000
1,112.723874,22.70969,0,0,14000
1,113.123874,22.70969,0,0,14000
1,112.823874,22.82969,0,0,14000
1,113.123874,23.16969,0,0,14000
1,112.943874,23.08969,0,0,14000
1,112.943874,23.28969,0,0,14000
1,112.863874,23.40969,0,0,14000
1,113.063874,23.06969,0,0,14000
1,112.983874,23.14969,0,0,14000
1,113.103874,22.72969,0,0,14000
1,112.783874,22.72969,0,0,14000
1,112.403874,22.76969,0,0,14000
1,112.983874,23.08969,0,0,14000
1,112.843874,23.06969,0,0,14000
1,112.983874,22.92969,0,0,14000
1,112.863874,22.84969,0,0,14000
1,113.103874,23.22969,0,0,14000
1,113.123874,23.06969,0,0,14000
1,112.923874,22.98969,0,0,14000
1,113.243874,22.96969,0,0,14000
1,112.483874,22.74969,0,0,14000
1,113.123874,23.00969,0,0,14000
1,113.163874,22.94969,0,0,14000
1,113.063874,22.98969,0,0,14000
1,113.243874,22.94969,0,0,14000
1,113.243874,22.92969,0,0,14000
1,113.243874,22.78969,0,0,14000
1,112.743874,22.88969,0,0,14000
1,113.003874,22.98969,0,0,14000
1,112.803874,22.92969,0,0,14000
1,112.883874,23.12969,0,0,14000
1,113.163874,23.02969,0,0,14000
1,113.163874,23.06969,0,0,14000
1,112.463874,22.76969,0,0,14000
1,113.103874,22.74969,0,0,14000
1,112.943874,23.14969,0,0,14000
1,113.023874,23.04969,0,0,14000
1,112.883874,22.94969,0,0,14000
1,112.803874,22.76969,0,0,14000
1,112.843874,22.88969,0,0,14000
1,112.823874,23.08969,0,0,14000
1,113.143874,23.04969,0,0,14000
1,113.163874,23.12969,0,0,14000
1,112.943874,22.94969,0,0,14000
1,113.123874,22.74969,0,0,14000
1,113.143874,23.08969,0,0,14000
1,113.263874,22.78969,0,0,14000
1,112.803874,22.88969,0,0,14000
1,113.123874,22.96969,0,0,14000
1,113.143874,23.06969,0,0,14000
1,113.203874,22.68969,0,0,14000
1,113.223874,22.92969,0,0,14000
1,113.083874,22.90969,0,0,14000
1,112.683874,22.76969,0,0,14000
1,112.843874,23.54969,0,0,14000
1,112.903874,23.54969,0,0,14000
1,112.623874,22.72969,0,0,14000
1,113.183874,23.20969,0,0,14000
1,112.703874,22.92969,0,0,14000
1,112.983874,23.10969,0,0,14000
1,113.103874,22.86969,0,0,14000
1,112.943874,23.18969,0,0,14000
1,112.983874,23.22969,0,0,14000
1,112.783874,22.94969,0,0,14000
1,113.163874,22.86969,0,0,14000
1,113.143874,23.14969,0,0,14000
1,112.683874,22.88969,0,0,14000
1,112.823874,22.94969,0,0,14000
1,112.963874,22.98969,0,0,14000
1,113.103874,23.16969,0,0,14000
1,113.223874,22.94969,0,0,14000
1,112.983874,23.28969,0,0,14000
1,113.183874,22.76969,0,0,14000
1,113.063874,23.14969,0,0,14000
1,113.303874,22.84969,0,0,14000
1,112.883874,23.28969,0,0,14000
1,113.103874,23.28969,0,0,14000
1,112.703874,22.82969,0,0,14000
1,113.023874,22.84969,0,0,14000
1,113.283874,22.90969,0,0,14000
1,112.963874,23.18969,0,0,14000
1,113.163874,22.92969,0,0,14000
1,113.083874,22.98969,0,0,14000
1,112.563874,22.70969,0,0,14000
1,113.143874,23.16969,0,0,14000
1,112.883874,22.84969,0,0,14000
1,113.003874,23.32969,0,0,14000
1,113.043874,23.22969,0,0,14000
1,113.183874,23.08969,0,0,14000
1,112.903874,23.28969,0,0,14000
1,113.083874,22.84969,0,0,14000
1,112.543874,22.74969,0,0,14000
1,113.283874,22.84969,0,0,14000
1,113.283874,22.74969,0,0,14000
1,112.583874,22.84969,0,0,14000
1,113.043874,22.98969,0,0,14000
1,112.883874,23.40969,0,0,14000
1,113.003874,23.12969,0,0,14000
1,113.003874,22.88969,0,0,14000
1,112.923874,23.42969,0,0,14000
1,112.783874,23.20969,0,0,14000
1,112.403874,22.74969,0,0,14000
1,112.843874,22.90969,0,0,14000
1,113.023874,23.10969,0,0,14000
1,112.803874,22.78969,0,0,14000
1,112.963874,23.20969,0,0,14000
1,113.183874,23.06969,0,0,14000
1,113.323874,22.74969,0,0,14000
1,112.863874,23.52969,0,0,14000
1,113.143874,23.28969,0,0,14000
1,113.243874,22.88969,0,0,14000
1,113.183874,23.24969,0,0,14000
1,113.023874,23.24969,0,0,14000
1,113.163874,23.10969,0,0,14000
1,112.823874,23.20969,0,0,14000
1,112.843874,23.10969,0,0,14000
1,113.043874,23.10969,0,0,14000
1,113.123874,23.20969,0,0,14000
1,112.643874,22.86969,0,0,14000
1,113.323874,22.82969,0,0,14000
1,112.663874,22.78969,0,0,14000
1,113.003874,23.06969,0,0,14000
1,113.263874,22.86969,0,0,14000
1,112.903874,22.88969,0,0,14000
1,112.683874,22.74969,0,0,14000
1,112.903874,23.20969,0,0,14000
1,112.843874,23.40969,0,0,14000
1,112.983874,23.32969,0,0,14000
1,112.963874,22.86969,0,0,14000
1,113.103874,22.90969,0,0,14000
1,113.263874,22.74969,0,0,14000
1,112.723874,22.80969,0,0,14000
1,112.883874,22.86969,0,0,14000
1,113.263874,22.88969,0,0,14000
1,113.103874,23.10969,0,0,14000
1,113.203874,23.14969,0,0,14000
1,112.683874,22.82969,0,0,14000
1,112.943874,23.40969,0,0,14000
1,112.943874,23.10969,0,0,14000
1,113.143874,23.10969,0,0,14000
1,113.183874,22.96969,0,0,14000
1,112.823874,23.46969,0,0,14000
1,113.243874,22.86969,0,0,14000
1,113.023874,22.90969,0,0,14000
1,113.043874,23.24969,0,0,14000
1,112.743874,22.72969,0,0,14000
1,113.003874,23.22969,0,0,14000
1,112.883874,23.54969,0,0,14000
1,112.443874,22.72969,0,0,14000
1,113.183874,22.74969,0,0,14000
1,112.843874,23.08969,0,0,14000
1,113.003874,22.94969,0,0,14000
1,112.583874,22.86969,0,0,14000
1,112.823874,23.40969,0,0,14000
1,113.083874,22.94969,0,0,14000
1,113.163874,23.28969,0,0,14000
1,112.543874,22.82969,0,0,14000
1,113.183874,23.10969,0,0,14000
1,113.063874,23.24969,0,0,14000
1,113.043874,23.06969,0,0,14000
1,112.623874,22.76969,0,0,14000
1,113.003874,23.08969,0,0,14000
1,112.883874,23.08969,0,0,14000
1,113.143874,23.20969,0,0,14000
1,113.043874,23.16969,0,0,14000
1,112.723874,22.90969,0,0,14000
1,113.263874,22.94969,0,0,14000
1,113.183874,23.16969,0,0,14000
1,112.783874,22.84969,0,0,14000
1,112.963874,23.14969,0,0,14000
1,112.903874,23.10969,0,0,14000
1,112.943874,22.88969,0,0,14000
1,112.963874,23.10969,0,0,14000
1,112.903874,23.24969,0,0,14000
1,112.803874,22.94969,0,0,14000
1,113.123874,22.80969,0,0,14000
1,113.143874,23.30969,0,0,14000
1,112.883874,23.14969,0,0,14000
1,113.103874,22.84969,0,0,14000
1,112.823874,22.92969,0,0,14000
1,112.883874,23.22969,0,0,14000
1,113.203874,22.98969,0,0,14000
1,112.903874,23.34969,0,0,14000
1,112.883874,23.42969,0,0,14000
1,113.143874,22.74969,0,0,14000
1,113.083874,23.28969,0,0,14000
1,113.183874,22.78969,0,0,14000
1,112.783874,22.92969,0,0,14000
1,112.463874,22.72969,0,0,14000
1,113.203874,22.86969,0,0,14000
1,112.943874,23.06969,0,0,14000
1,113.003874,23.16969,0,0,14000
1,113.043874,23.18969,0,0,14000
1,112.863874,23.18969,0,0,14000
1,112.703874,22.88969,0,0,14000
1,113.203874,23.10969,0,0,14000
1,112.863874,23.22969,0,0,14000
1,113.023874,22.96969,0,0,14000
1,112.863874,22.86969,0,0,14000
1,113.043874,23.28969,0,0,14000
1,112.703874,22.94969,0,0,14000
1,113.003874,23.28969,0,0,14000
1,113.203874,22.90969,0,0,14000
1,112.743874,22.98969,0,0,14000
1,113.203874,22.82969,0,0,14000
1,113.123874,22.88969,0,0,14000
1,112.843874,22.82969,0,0,14000
1,113.103874,23.18969,0,0,14000
1,113.183874,23.14969,0,0,14000
1,112.783874,22.86969,0,0,14000
1,113.063874,23.10969,0,0,14000
1,112.443874,22.70969,0,0,14000
1,112.743874,22.96969,0,0,14000
1,113.223874,22.96969,0,0,14000
1,112.983874,23.06969,0,0,14000
1,113.123874,23.08969,0,0,14000
1,112.743874,22.70969,0,0,14000
1,113.103874,22.78969,0,0,14000
1,113.283874,22.88969,0,0,14000
1,113.023874,22.92969,0,0,14000
1,112.903874,22.94969,0,0,14000
1,112.983874,23.42969,0,0,14000
1,112.723874,22.78969,0,0,14000
1,113.183874,22.70969,0,0,14000
1,112.883874,23.10969,0,0,14000
1,112.863874,22.94969,0,0,14000
1,112.903874,23.06969,0,0,14000
1,112.943874,23.24969,0,0,14000
1,112.523874,22.78969,0,0,14000
1,112.923874,23.30969,0,0,14000
1,112.843874,23.12969,0,0,14000
1,112.803874,23.16969,0,0,14000
1,113.163874,23.24969,0,0,14000
1,113.123874,22.98969,0,0,14000
1,113.063874,23.08969,0,0,14000
1,112.823874,22.98969,0,0,14000
1,113.163874,22.80969,0,0,14000
1,112.943874,23.30969,0,0,14000
1,113.183874,22.94969,0,0,14000
1,112.943874,23.20969,0,0,14000
1,113.203874,22.94969,0,0,14000
1,112.703874,22.84969,0,0,14000
1,112.823874,22.84969,0,0,14000
1,113.123874,23.10969,0,0,14000
1,112.803874,22.90969,0,0,14000
1,112.963874,23.28969,0,0,14000
1,112.963874,22.88969,0,0,14000
1,112.723874,22.82969,0,0,14000
1,112.883874,22.96969,0,0,14000
1,112.623874,22.80969,0,0,14000
1,113.003874,23.10969,0,0,14000
1,113.223874,22.84969,0,0,14000
1,112.963874,23.32969,0,0,14000
1,112.563874,22.78969,0,0,14000
1,113.163874,22.74969,0,0,14000
1,113.163874,23.20969,0,0,14000
1,113.143874,22.98969,0,0,14000
1,112.823874,23.18969,0,0,14000
1,112.703874,22.90969,0,0,14000
1,112.663874,22.76969,0,0,14000
1,112.923874,23.28969,0,0,14000
1,112.423874,22.74969,0,0,14000
1,113.203874,23.20969,0,0,14000
1,113.163874,22.76969,0,0,14000
1,112.863874,23.14969,0,0,14000
1,113.143874,22.82969,0,0,14000
1,112.403874,22.72969,0,0,14000
1,113.143874,22.80969,0,0,14000
1,112.923874,23.10969,0,0,14000
1,112.943874,23.22969,0,0,14000
